Datetime,15MIN LOAD,HOURLY LOAD,ISO FORECAST 2012-10-11 12:00,ISO FORECAST 2012-10-12 12:00
2012-10-12 00:00:00-05:00,32780.455099999999,31954.540000000001,31043.609799999998,30950.697499999998
2012-10-12 00:15:00-05:00,32160.651699999999,31954.540000000001,31043.609799999998,30950.697499999998
2012-10-12 00:30:00-05:00,31602.8685,31954.540000000001,31043.609799999998,30950.697499999998
2012-10-12 00:45:00-05:00,31177.1901,31954.540000000001,31043.609799999998,30950.697499999998
2012-10-12 01:00:00-05:00,30816.483100000001,30253.98,29284.859,30076.952000000001
2012-10-12 01:15:00-05:00,30392.137999999999,30253.98,29284.859,30076.952000000001
2012-10-12 01:30:00-05:00,29908.455699999999,30253.98,29284.859,30076.952000000001
2012-10-12 01:45:00-05:00,29839.992200000001,30253.98,29284.859,30076.952000000001
2012-10-12 02:00:00-05:00,29513.8861,29235.25,28672.462899999999,29574.7235
2012-10-12 02:15:00-05:00,29328.775399999999,29235.25,28672.462899999999,29574.7235
2012-10-12 02:30:00-05:00,29096.250700000001,29235.25,28672.462899999999,29574.7235
2012-10-12 02:45:00-05:00,28971.110000000001,29235.25,28672.462899999999,29574.7235
2012-10-12 03:00:00-05:00,28956.669300000001,28771.41,28196.475999999999,28844.3835
2012-10-12 03:15:00-05:00,28735.472000000002,28771.41,28196.475999999999,28844.3835
2012-10-12 03:30:00-05:00,28641.636699999999,28771.41,28196.475999999999,28844.3835
2012-10-12 03:45:00-05:00,28739.524700000002,28771.41,28196.475999999999,28844.3835
2012-10-12 04:00:00-05:00,28772.7376,28840.959999999999,28367.772799999999,29260.924999999999
2012-10-12 04:15:00-05:00,28720.107400000001,28840.959999999999,28367.772799999999,29260.924999999999
2012-10-12 04:30:00-05:00,28891.521499999999,28840.959999999999,28367.772799999999,29260.924999999999
2012-10-12 04:45:00-05:00,29002.531900000002,28840.959999999999,28367.772799999999,29260.924999999999
2012-10-12 05:00:00-05:00,29709.958299999998,30509.009999999998,29930.627400000001,30420.254400000002
2012-10-12 05:15:00-05:00,30187.0612,30509.009999999998,29930.627400000001,30420.254400000002
2012-10-12 05:30:00-05:00,30824.855500000001,30509.009999999998,29930.627400000001,30420.254400000002
2012-10-12 05:45:00-05:00,31430.257799999999,30509.009999999998,29930.627400000001,30420.254400000002
2012-10-12 06:00:00-05:00,32664.917300000001,34014.080000000002,33358.021699999998,34111.636500000001
2012-10-12 06:15:00-05:00,33725.041700000002,34014.080000000002,33358.021699999998,34111.636500000001
2012-10-12 06:30:00-05:00,34599.156300000002,34014.080000000002,33358.021699999998,34111.636500000001
2012-10-12 06:45:00-05:00,35230.334600000002,34014.080000000002,33358.021699999998,34111.636500000001
2012-10-12 07:00:00-05:00,35695.199200000003,35453.300000000003,34703.894500000002,35459.828000000001
2012-10-12 07:15:00-05:00,35778.114600000001,35453.300000000003,34703.894500000002,35459.828000000001
2012-10-12 07:30:00-05:00,35294.281300000002,35453.300000000003,34703.894500000002,35459.828000000001
2012-10-12 07:45:00-05:00,35030.8125,35453.300000000003,34703.894500000002,35459.828000000001
2012-10-12 08:00:00-05:00,35258.683599999997,35683.489999999998,34952.5461,35622.619500000001
2012-10-12 08:15:00-05:00,35566.523399999998,35683.489999999998,34952.5461,35622.619500000001
2012-10-12 08:30:00-05:00,35858.604200000002,35683.489999999998,34952.5461,35622.619500000001
2012-10-12 08:45:00-05:00,36110.946600000003,35683.489999999998,34952.5461,35622.619500000001
2012-10-12 09:00:00-05:00,36649.050799999997,37372.849999999999,36489.566899999998,37218.1011
2012-10-12 09:15:00-05:00,37120.677100000001,37372.849999999999,36489.566899999998,37218.1011
2012-10-12 09:30:00-05:00,37642.8073,37372.849999999999,36489.566899999998,37218.1011
2012-10-12 09:45:00-05:00,38180.136700000003,37372.849999999999,36489.566899999998,37218.1011
2012-10-12 10:00:00-05:00,38784.453099999999,39625.0,37815.452799999999,38548.536
2012-10-12 10:15:00-05:00,39355.430999999997,39625.0,37815.452799999999,38548.536
2012-10-12 10:30:00-05:00,40016.466099999998,39625.0,37815.452799999999,38548.536
2012-10-12 10:45:00-05:00,40450.716099999998,39625.0,37815.452799999999,38548.536
2012-10-12 11:00:00-05:00,40994.055999999997,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:15:00-05:00,41474.5026,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:30:00-05:00,41883.558599999997,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 11:45:00-05:00,42241.160199999998,41628.709999999999,39518.820599999999,41238.585800000001
2012-10-12 12:00:00-05:00,42716.488299999997,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:15:00-05:00,43080.071600000003,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:30:00-05:00,43552.915399999998,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 12:45:00-05:00,43966.032599999999,43310.360000000001,41547.034899999999,43129.819499999998
2012-10-12 13:00:00-05:00,,,43509.972699999998,44671.614699999998
2012-10-12 14:00:00-05:00,,,45576.487500000003,46209.943299999999
2012-10-12 15:00:00-05:00,,,46767.734600000003,47191.664100000002
2012-10-12 16:00:00-05:00,,,47018.624000000003,47272.918799999999
2012-10-12 17:00:00-05:00,,,45974.231899999999,46300.475899999998
2012-10-12 18:00:00-05:00,,,43082.071499999998,43433.0723
2012-10-12 19:00:00-05:00,,,42820.025900000001,42724.822899999999
2012-10-12 20:00:00-05:00,,,41647.6201,41002.186399999999
2012-10-12 21:00:00-05:00,,,39502.442999999999,38839.663800000002
2012-10-12 22:00:00-05:00,,,37173.392,36956.781300000002
2012-10-12 23:00:00-05:00,,,34354.713900000002,34289.456100000003
