Datetime,RTD 2012-10-13 11:15,RTD 2012-10-13 11:10,RTD 2012-10-13 10:15,RT,DA
2012-10-13 00:00:00-05:00,,,,24.41,24.949999999999999
2012-10-13 00:05:00-05:00,,,,23.539999999999999,24.949999999999999
2012-10-13 00:10:00-05:00,,,,23.850000000000001,24.949999999999999
2012-10-13 00:15:00-05:00,,,,23.879999999999999,24.949999999999999
2012-10-13 00:20:00-05:00,,,,23.050000000000001,24.949999999999999
2012-10-13 00:25:00-05:00,,,,22.670000000000002,24.949999999999999
2012-10-13 00:30:00-05:00,,,,22.960000000000001,24.949999999999999
2012-10-13 00:35:00-05:00,,,,23.27,24.949999999999999
2012-10-13 00:40:00-05:00,,,,22.670000000000002,24.949999999999999
2012-10-13 00:45:00-05:00,,,,22.27,24.949999999999999
2012-10-13 00:50:00-05:00,,,,22.600000000000001,24.949999999999999
2012-10-13 00:55:00-05:00,,,,22.699999999999999,24.949999999999999
2012-10-13 01:00:00-05:00,,,,22.350000000000001,20.34
2012-10-13 01:05:00-05:00,,,,22.309999999999999,20.34
2012-10-13 01:10:00-05:00,,,,22.289999999999999,20.34
2012-10-13 01:15:00-05:00,,,,22.219999999999999,20.34
2012-10-13 01:20:00-05:00,,,,20.43,20.34
2012-10-13 01:25:00-05:00,,,,20.899999999999999,20.34
2012-10-13 01:30:00-05:00,,,,20.649999999999999,20.34
2012-10-13 01:35:00-05:00,,,,20.600000000000001,20.34
2012-10-13 01:40:00-05:00,,,,20.309999999999999,20.34
2012-10-13 01:45:00-05:00,,,,20.350000000000001,20.34
2012-10-13 01:50:00-05:00,,,,19.629999999999999,20.34
2012-10-13 01:55:00-05:00,,,,19.739999999999998,20.34
2012-10-13 02:00:00-05:00,,,,19.199999999999999,18.010000000000002
2012-10-13 02:05:00-05:00,,,,20.649999999999999,18.010000000000002
2012-10-13 02:10:00-05:00,,,,20.57,18.010000000000002
2012-10-13 02:15:00-05:00,,,,20.710000000000001,18.010000000000002
2012-10-13 02:20:00-05:00,,,,20.420000000000002,18.010000000000002
2012-10-13 02:25:00-05:00,,,,20.260000000000002,18.010000000000002
2012-10-13 02:29:00-05:00,,,,21.140000000000001,18.010000000000002
2012-10-13 02:30:00-05:00,,,,20.940000000000001,18.010000000000002
2012-10-13 02:35:00-05:00,,,,21.780000000000001,18.010000000000002
2012-10-13 02:40:00-05:00,,,,21.690000000000001,18.010000000000002
2012-10-13 02:45:00-05:00,,,,21.239999999999998,18.010000000000002
2012-10-13 02:50:00-05:00,,,,20.920000000000002,18.010000000000002
2012-10-13 02:55:00-05:00,,,,20.260000000000002,18.010000000000002
2012-10-13 03:00:00-05:00,,,,20.170000000000002,16.949999999999999
2012-10-13 03:05:00-05:00,,,,20.399999999999999,16.949999999999999
2012-10-13 03:10:00-05:00,,,,20.399999999999999,16.949999999999999
2012-10-13 03:15:00-05:00,,,,20.350000000000001,16.949999999999999
2012-10-13 03:20:00-05:00,,,,20.09,16.949999999999999
2012-10-13 03:25:00-05:00,,,,20.18,16.949999999999999
2012-10-13 03:30:00-05:00,,,,20.18,16.949999999999999
2012-10-13 03:35:00-05:00,,,,19.969999999999999,16.949999999999999
2012-10-13 03:40:00-05:00,,,,20.050000000000001,16.949999999999999
2012-10-13 03:45:00-05:00,,,,20.199999999999999,16.949999999999999
2012-10-13 03:50:00-05:00,,,,19.890000000000001,16.949999999999999
2012-10-13 03:55:00-05:00,,,,19.789999999999999,16.949999999999999
2012-10-13 04:00:00-05:00,,,,20.120000000000001,18.0
2012-10-13 04:05:00-05:00,,,,20.34,18.0
2012-10-13 04:10:00-05:00,,,,20.530000000000001,18.0
2012-10-13 04:15:00-05:00,,,,20.359999999999999,18.0
2012-10-13 04:20:00-05:00,,,,20.329999999999998,18.0
2012-10-13 04:25:00-05:00,,,,20.280000000000001,18.0
2012-10-13 04:30:00-05:00,,,,20.32,18.0
2012-10-13 04:35:00-05:00,,,,20.370000000000001,18.0
2012-10-13 04:40:00-05:00,,,,20.329999999999998,18.0
2012-10-13 04:45:00-05:00,,,,20.170000000000002,18.0
2012-10-13 04:50:00-05:00,,,,20.190000000000001,18.0
2012-10-13 04:55:00-05:00,,,,20.149999999999999,18.0
2012-10-13 05:00:00-05:00,,,,20.260000000000002,18.760000000000002
2012-10-13 05:05:00-05:00,,,,20.370000000000001,18.760000000000002
2012-10-13 05:10:00-05:00,,,,20.530000000000001,18.760000000000002
2012-10-13 05:15:00-05:00,,,,20.5,18.760000000000002
2012-10-13 05:20:00-05:00,,,,20.640000000000001,18.760000000000002
2012-10-13 05:25:00-05:00,,,,20.440000000000001,18.760000000000002
2012-10-13 05:30:00-05:00,,,,20.399999999999999,18.760000000000002
2012-10-13 05:35:00-05:00,,,,20.510000000000002,18.760000000000002
2012-10-13 05:40:00-05:00,,,,20.539999999999999,18.760000000000002
2012-10-13 05:45:00-05:00,,,,20.530000000000001,18.760000000000002
2012-10-13 05:50:00-05:00,,,,20.5,18.760000000000002
2012-10-13 05:55:00-05:00,,,,20.489999999999998,18.760000000000002
2012-10-13 06:00:00-05:00,,,,20.469999999999999,24.309999999999999
2012-10-13 06:05:00-05:00,,,,20.489999999999998,24.309999999999999
2012-10-13 06:10:00-05:00,,,,20.489999999999998,24.309999999999999
2012-10-13 06:15:00-05:00,,,,20.399999999999999,24.309999999999999
2012-10-13 06:20:00-05:00,,,,20.359999999999999,24.309999999999999
2012-10-13 06:25:00-05:00,,,,20.109999999999999,24.309999999999999
2012-10-13 06:30:00-05:00,,,,21.050000000000001,24.309999999999999
2012-10-13 06:35:00-05:00,,,,20.93,24.309999999999999
2012-10-13 06:40:00-05:00,,,,21.07,24.309999999999999
2012-10-13 06:45:00-05:00,,,,21.129999999999999,24.309999999999999
2012-10-13 06:50:00-05:00,,,,21.260000000000002,24.309999999999999
2012-10-13 06:55:00-05:00,,,,22.030000000000001,24.309999999999999
2012-10-13 07:00:00-05:00,,,,21.920000000000002,23.469999999999999
2012-10-13 07:05:00-05:00,,,,22.260000000000002,23.469999999999999
2012-10-13 07:10:00-05:00,,,,22.25,23.469999999999999
2012-10-13 07:15:00-05:00,,,,22.280000000000001,23.469999999999999
2012-10-13 07:20:00-05:00,,,,22.170000000000002,23.469999999999999
2012-10-13 07:25:00-05:00,,,,22.190000000000001,23.469999999999999
2012-10-13 07:30:00-05:00,,,,22.129999999999999,23.469999999999999
2012-10-13 07:35:00-05:00,,,,22.309999999999999,23.469999999999999
2012-10-13 07:40:00-05:00,,,,22.289999999999999,23.469999999999999
2012-10-13 07:45:00-05:00,,,,22.149999999999999,23.469999999999999
2012-10-13 07:50:00-05:00,,,,22.18,23.469999999999999
2012-10-13 07:55:00-05:00,,,,22.039999999999999,23.469999999999999
2012-10-13 08:00:00-05:00,,,,22.350000000000001,24.879999999999999
2012-10-13 08:05:00-05:00,,,,22.27,24.879999999999999
2012-10-13 08:10:00-05:00,,,,22.379999999999999,24.879999999999999
2012-10-13 08:15:00-05:00,,,,22.550000000000001,24.879999999999999
2012-10-13 08:20:00-05:00,,,,22.73,24.879999999999999
2012-10-13 08:25:00-05:00,,,,22.789999999999999,24.879999999999999
2012-10-13 08:30:00-05:00,,,,23.120000000000001,24.879999999999999
2012-10-13 08:35:00-05:00,,,,23.370000000000001,24.879999999999999
2012-10-13 08:40:00-05:00,,,,23.539999999999999,24.879999999999999
2012-10-13 08:45:00-05:00,,,,23.75,24.879999999999999
2012-10-13 08:50:00-05:00,,,,23.77,24.879999999999999
2012-10-13 08:55:00-05:00,,,,24.300000000000001,24.879999999999999
2012-10-13 09:00:00-05:00,,,,24.719999999999999,24.829999999999998
2012-10-13 09:05:00-05:00,,,,23.379999999999999,24.829999999999998
2012-10-13 09:10:00-05:00,,,,22.91,24.829999999999998
2012-10-13 09:15:00-05:00,,,,23.120000000000001,24.829999999999998
2012-10-13 09:20:00-05:00,,,,23.670000000000002,24.829999999999998
2012-10-13 09:25:00-05:00,,,,24.5,24.829999999999998
2012-10-13 09:30:00-05:00,,,,24.550000000000001,24.829999999999998
2012-10-13 09:35:00-05:00,,,,24.370000000000001,24.829999999999998
2012-10-13 09:40:00-05:00,,,,24.379999999999999,24.829999999999998
2012-10-13 09:45:00-05:00,,,,24.75,24.829999999999998
2012-10-13 09:50:00-05:00,,,,24.539999999999999,24.829999999999998
2012-10-13 09:55:00-05:00,,,,24.059999999999999,24.829999999999998
2012-10-13 10:00:00-05:00,,,,23.280000000000001,25.600000000000001
2012-10-13 10:05:00-05:00,,,,23.07,25.600000000000001
2012-10-13 10:10:00-05:00,,,,23.210000000000001,25.600000000000001
2012-10-13 10:15:00-05:00,,,23.420000000000002,23.420000000000002,25.600000000000001
2012-10-13 10:20:00-05:00,,,22.969999999999999,23.760000000000002,25.600000000000001
2012-10-13 10:25:00-05:00,,,22.969999999999999,23.5,25.600000000000001
2012-10-13 10:30:00-05:00,,,22.969999999999999,23.5,25.600000000000001
2012-10-13 10:35:00-05:00,,,22.949999999999999,24.02,25.600000000000001
2012-10-13 10:40:00-05:00,,,22.920000000000002,23.899999999999999,25.600000000000001
2012-10-13 10:45:00-05:00,,,22.870000000000001,24.239999999999998,25.600000000000001
2012-10-13 10:50:00-05:00,,,22.870000000000001,24.129999999999999,25.600000000000001
2012-10-13 10:55:00-05:00,,,22.870000000000001,24.27,25.600000000000001
2012-10-13 11:00:00-05:00,,,22.510000000000002,24.73,25.559999999999999
2012-10-13 11:05:00-05:00,,,22.41,24.32,25.559999999999999
2012-10-13 11:10:00-05:00,,24.140000000000001,,24.140000000000001,25.559999999999999
2012-10-13 11:15:00-05:00,24.739999999999998,24.109999999999999,,24.739999999999998,25.559999999999999
2012-10-13 11:20:00-05:00,24.129999999999999,24.07,,25.809999999999999,25.559999999999999
2012-10-13 11:25:00-05:00,24.170000000000002,24.030000000000001,,,25.559999999999999
2012-10-13 11:30:00-05:00,24.120000000000001,23.960000000000001,,,25.559999999999999
2012-10-13 11:35:00-05:00,24.050000000000001,23.890000000000001,,,25.559999999999999
2012-10-13 11:40:00-05:00,23.969999999999999,23.760000000000002,,,25.559999999999999
2012-10-13 11:45:00-05:00,23.690000000000001,23.699999999999999,,,25.559999999999999
2012-10-13 11:50:00-05:00,23.629999999999999,23.620000000000001,,,25.559999999999999
2012-10-13 11:55:00-05:00,23.489999999999998,23.469999999999999,,,25.559999999999999
2012-10-13 12:00:00-05:00,22.629999999999999,22.59,,,26.239999999999998
2012-10-13 12:05:00-05:00,22.600000000000001,,,,26.239999999999998
2012-10-13 13:00:00-05:00,,,,,29.66
2012-10-13 14:00:00-05:00,,,,,33.25
2012-10-13 15:00:00-05:00,,,,,41.869999999999997
2012-10-13 16:00:00-05:00,,,,,43.93
2012-10-13 17:00:00-05:00,,,,,36.18
2012-10-13 18:00:00-05:00,,,,,29.829999999999998
2012-10-13 19:00:00-05:00,,,,,32.789999999999999
2012-10-13 20:00:00-05:00,,,,,29.120000000000001
2012-10-13 21:00:00-05:00,,,,,27.0
2012-10-13 22:00:00-05:00,,,,,26.530000000000001
2012-10-13 23:00:00-05:00,,,,,25.390000000000001
